user_id,game_id,content_score,collab_score,popularity_score,liked
u001,2421,0.0,0.0905558532572309,0.38351259340812477,1
u001,2894,0.0,0.04540600229273528,0.2429960016841507,1
u001,1829,0.0,0.0006484633966843591,0.270394712624375,1
u001,2265,0.040575117778523156,0.008262837922157104,0.273860193969687,0
u001,2256,0.0,0.021516473872489235,0.35044447008498447,1
u001,1504,0.01247865508469642,0.06925559273532403,0.6482161816914017,0
u001,2885,0.0,0.0024966411416169395,0.26761660726506875,1
u001,2912,0.04010348454031196,-0.02773823886264129,0.26840112733036936,0
u001,2326,0.027545800197034963,0.058133633517497244,0.3109276787203956,0
u001,1905,0.02124926604946715,0.0443126202820599,0.4717467233114228,0
u002,2503,0.0,-0.006180497359669204,0.28575419423822224,1
u002,2787,0.0,-0.0017072458246678301,0.2975913981205611,1
u002,1981,0.0,-0.04782588779380635,0.3660829043673264,1
u002,2426,0.0,-0.0033261914652235294,0.20706651723742373,1
u002,2261,0.05007597612483766,-0.0027699332197756643,0.3115352857330607,0
u002,2225,0.027424518022521865,0.043300512066397484,0.33645296565705285,0
u002,2423,0.0,0.016375919626132208,0.3171492349380177,1
u002,2711,0.031685052871131325,-0.004660913508673872,0.2769150075954918,0
u002,1949,0.03707270886852109,0.0072079027180125274,0.242070202560709,0
u002,2309,0.0,0.015549878501909909,0.3151044717837048,1
u002,1906,0.030455344975532574,0.001993122092773906,0.24782311793820475,0
u002,1567,0.0,0.02049169464287502,0.40649315560078103,1
u002,2541,0.0,-0.007033368929734107,0.3060266154503175,1
u003,2551,0.0,-0.009769007886223539,0.2892270387506597,1
u003,2218,0.0,0.12161121844082838,0.4018697616318539,1
u003,2838,0.046174549540526064,0.011384238732700551,0.22438613968574922,0
u003,1788,0.0,-0.05966190140109797,0.34912845059958897,1
u003,1662,0.0,0.07855803155415658,0.38348032965432755,1
u003,2714,0.0,0.008807633179505957,0.2350945480545562,1
u003,2407,0.0,-0.006738303113176306,0.27466444829290215,1
u003,1563,0.0,-0.1825110763538903,0.4554012165969232,1
u003,2914,0.0,0.0587150550640531,0.27024830536148825,1
u003,2553,0.0,0.1994160180737173,0.39295697668815593,1
u003,2391,0.0,-0.012362662386110142,0.2879285549039133,1
u003,2131,0.0,0.06600303364391631,0.34742372348330675,1
u003,1825,0.0,0.05788898130330015,0.4739835634465409,1
u003,2470,0.0,0.023476736603477873,0.3187049331166594,1
u003,1972,0.0,0.018226512004489607,0.3196858655502933,1
u003,1567,0.0,0.030068663046871495,0.40649315560078103,1
u003,2439,0.0,-0.04004292731433754,0.28776897777749477,1
u003,1528,0.0,-0.05901001860464561,0.4893117280084669,1
u003,2767,0.0,0.3877105540184786,0.36593189532653514,1
u003,2343,0.0,0.09188156853379695,0.32762199553696525,1
u003,2303,0.0,-0.022691974782309898,0.2729157528182513,1
u004,2562,0.0,0.13378626035573693,0.33450036252982224,1
u004,1947,0.0,-0.03264873885463671,0.34295919082297616,1
u004,2199,0.0,-0.1566010739214383,0.39058432149781097,1
u004,1620,0.0,0.02643144698411033,0.374139643532709,1
u004,2866,0.0,0.11642853835755637,0.266265857631391,1
u004,1972,0.0,0.05539411790979576,0.3196858655502933,1
u004,2061,0.0,0.04327703071415097,0.285856542803126,1
u004,2767,0.0,0.207451196500718,0.36593189532653514,1
u004,1710,0.0,-0.053616876465043484,0.4536511772286522,1
u004,2452,0.0,0.0932171209296728,0.27057428124713245,1
u004,1889,0.0,0.05529033502044303,0.4519548861246628,1
u004,2851,0.043212707101475484,0.0471713214384286,0.23085991896417568,0
u004,1816,0.0,-0.08888305870387117,0.4403462216594237,1
u004,1685,0.0401598245734387,0.033457808036428095,0.4297951935329063,0
u004,1540,0.04328687937856901,0.0010673063167018423,0.4779523137842412,0
u004,1520,0.058968731436513405,0.06551294250697542,0.5402252291103027,0
u004,1511,0.036808473766428956,-0.005138407191301875,0.48724052375287663,0
u004,2834,0.0,0.040043268122310155,0.2725340489384383,1
u004,2442,0.0,0.005396541394304781,0.2809458939403477,1
u004,1589,0.0,-0.03933216353540961,0.5388177857573015,1
u004,1596,0.0,-0.022395175812674223,0.456634922528371,1
u004,2008,0.0,0.07180067838269896,0.350353300554343,1
u004,1579,0.0,0.1815728839584183,0.47238147048204526,1
u004,2190,0.0,0.031075564837687246,0.3172890247970166,1
u004,2166,0.04521747106605154,-0.013924765085782713,0.30502572190003796,0
u004,2751,0.0,-0.005273790077649522,0.19753525796732385,1
u004,2427,0.0,-0.052793568451279714,0.3262555767345643,1
u004,1668,0.048281083686328045,0.14011882332810213,0.39955186781176477,0
u004,2846,0.0,-0.07511312219353042,0.3450275727469163,1
u004,2242,0.04040398036601906,0.059987743785062976,0.24472440076996566,0
u005,2494,0.02968780160353099,0.07637312268930858,0.2543658694542438,0
u005,1593,0.0,0.2632513574568732,0.4995559753081654,1
u005,2550,0.04854823298578831,-0.11344433578167099,0.3369424230617706,0
u005,2302,0.0,0.10954548434378074,0.2780173956445217,1
u005,1504,0.0,-0.10480551604112097,0.6482161816914017,1
u005,2372,0.0,0.09222049041106388,0.35019870625428984,1
u005,2539,0.0,-0.12328860686091596,0.4078959713385679,1
u005,2492,0.022370456537065368,0.04440361905809538,0.21605105845409728,0
u005,2886,0.03891846750472662,-0.06039078610102781,0.2600205818809672,0
u005,2052,0.0,-0.2712083595538133,0.37327228925407785,1
